name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
Pieces Of Me,Ashlee Simpson,0.5,0.802,2,-4.205,1,0.104,0.0535,0,0.103,0.743,174.039,217440,4,1
She Looks So Perfect,5 Seconds of Summer,0.493,0.956,1,-4.221,0,0.138,0.000668,0,0.416,0.467,160.006,202496,4,1
She's Kinda Hot,5 Seconds of Summer,0.659,0.9,4,-4.856,1,0.0317,0.00216,0,0.111,0.882,118.04,216454,4,1
Billie Jean,Michael Jackson,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.856,117.046,293827,4,1
Beat It - Single Version,Michael Jackson,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98E-06,0.197,0.918,138.858,258040,4,1
Black or White - Single Version,Michael Jackson,0.758,0.927,9,-2.768,1,0.0509,0.11,0.0285,0.374,0.953,115.076,198507,4,1
The Way You Make Me Feel,Michael Jackson,0.608,0.816,1,-5.926,1,0.11,0.0367,0.000554,0.116,0.497,114.484,297400,4,1
Man In The Mirror,Michael Jackson,0.794,0.798,8,-5.639,1,0.0366,0.43,1.15E-05,0.114,0.268,100.338,319307,4,1
P.Y.T. (Pretty Young Thing),Michael Jackson,0.888,0.815,11,-4.909,0,0.0404,0.23,0.000424,0.127,0.96,127.273,238733,4,1
Ultimate,Lindsay Lohan,0.492,0.797,11,-4.666,1,0.0388,0.00388,0,0.466,0.533,79.513,186867,4,1
If I Were a Boy,Beyoncí©,0.632,0.518,6,-6.126,1,0.0313,0.107,0,0.354,0.45,90.007,249147,4,1
With You,Chris Brown,0.658,0.696,3,-4.293,1,0.0707,0.143,0,0.131,0.655,85.998,252053,4,1
Forever,Chris Brown,0.672,0.819,11,-4.457,1,0.0463,0.0371,0.000184,0.203,0.452,120.013,278036,4,1
A Thousand Years,Christina Perri,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.168,139.028,285120,3,1
Gave Me Something,Jess Glynne,0.589,0.83,1,-5.547,1,0.0984,0.0345,0,0.344,0.595,94.999,207145,4,1
Hold My Hand,Jess Glynne,0.642,0.823,0,-5.717,1,0.0289,0.00159,0,0.0776,0.441,122.977,227344,4,1
"When Will My Life Begin - From ""Tangled""/Soundtrack Version",Mandy Moore,0.677,0.437,4,-7.413,1,0.0322,0.106,0,0.0897,0.455,108.054,152333,4,1
"I See the Light - From ""Tangled""/Soundtrack Version",Mandy Moore,0.24,0.16,5,-14.213,1,0.0301,0.845,0,0.0842,0.199,92.742,224240,4,1
Torn,Natalie Imbruglia,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.608,96.308,244667,4,1
Ain't Nobody,Chaka Khan,0.794,0.891,1,-6.918,1,0.0439,0.197,9.04E-05,0.136,0.813,104.315,281773,4,1
Dreams,The Cranberries,0.555,0.63,4,-13.11,1,0.0353,0.0029,0.00681,0.336,0.488,128.661,271560,4,1
I Knew I Loved You,Savage Garden,0.556,0.517,9,-8.769,1,0.0287,0.307,0.00115,0.077,0.779,169.938,251253,4,1
Un-Break My Heart,Toni Braxton,0.625,0.426,2,-8.392,0,0.0271,0.413,0,0.116,0.123,110.018,270333,4,1
Breathe Again,Toni Braxton,0.689,0.677,0,-6.36,1,0.0326,0.0704,0,0.0877,0.265,153.919,269173,4,1
You're Makin' Me High,Toni Braxton,0.852,0.563,10,-8.663,0,0.0377,0.0117,1.96E-05,0.119,0.887,92.112,267440,4,1
My Little Secret,Xscape,0.814,0.431,8,-9.125,1,0.0936,0.371,0,0.335,0.546,129.957,268040,4,1
One Of Those Love Songs,Xscape,0.701,0.383,10,-9.016,1,0.0284,0.0527,0,0.0525,0.241,135.877,255453,4,1
Softest Place On Earth,Xscape,0.773,0.309,7,-8.5,0,0.0339,0.415,0.00014,0.111,0.411,128.105,256720,4,1
The Arms of the One Who Loves You,Xscape,0.657,0.456,0,-8.917,1,0.0345,0.311,0,0.0922,0.181,115.4,260427,4,1
He Wasn't Man Enough,Toni Braxton,0.739,0.947,11,-1.915,0,0.0412,0.00947,2.99E-05,0.326,0.762,88.009,261933,4,1
Secret Love Song,Little Mix,0.534,0.642,9,-3.971,1,0.0504,0.259,0,0.29,0.139,92.963,249813,4,1
I Can't Fall in Love Without You,Zara Larsson,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.255,130.813,180640,4,1
Lost Boy,Ruth B.,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.352,123.994,275280,4,1
Yesterday,Atmosphere,0.849,0.531,7,-5.534,1,0.258,0.524,0,0.0693,0.771,91.927,203720,4,1
Honest,Joseph,0.413,0.439,10,-8.537,1,0.031,0.622,0.00562,0.0704,0.336,97.942,168480,4,1
When Will I Learn,Kina Grannis,0.513,0.274,0,-13.577,1,0.0289,0.904,9.27E-06,0.1,0.381,129.834,193917,4,1
Lady Brain,The Harmaleighs,0.447,0.288,4,-9.131,1,0.0298,0.701,1.56E-06,0.0915,0.352,139.522,171046,4,1
Cleopatra,The Lumineers,0.546,0.76,8,-6.763,1,0.0428,0.265,7.47E-05,0.0948,0.461,151.456,201413,4,1
Heavy,Birdtalker,0.614,0.549,5,-6.986,1,0.0516,0.286,2.64E-06,0.142,0.255,77.926,264151,4,1
Celeste,Ezra Vine,0.604,0.841,1,-5.145,1,0.0423,0.0299,0.00382,0.136,0.585,138.976,203310,4,1
Don't Say,Lullanas,0.606,0.411,1,-11.765,1,0.0316,0.859,0.00247,0.252,0.234,117.819,201333,4,1
Like Home,Colin & Caroline,0.661,0.544,7,-11.193,1,0.0304,0.323,0.0222,0.0871,0.307,139.012,186492,4,1
I Know,Sammy Brue,0.644,0.523,4,-7.66,1,0.0378,0.395,0,0.093,0.453,95.966,195107,4,1
Adventurers,Holley Maher,0.645,0.52,1,-7.417,1,0.0576,0.208,0,0.0842,0.395,169.986,150706,4,1
Back to You,WILD,0.499,0.94,0,-2.741,1,0.0332,0.0897,7.28E-05,0.109,0.451,112.02,195000,4,1
Memorial Day,The Accidentals,0.52,0.497,2,-9.925,1,0.0403,0.185,0.00785,0.109,0.41,148.895,238093,4,1
Fire,Majozi,0.655,0.873,7,-4.992,0,0.0692,0.0754,0,0.105,0.571,130.018,202163,4,1
I Keep Ticking On,The Harmaleighs,0.602,0.771,3,-4.494,1,0.04,0.245,0,0.107,0.387,125.024,156360,4,1
Automatic,Castro,0.626,0.601,2,-6.4,1,0.0309,0.266,0.00405,0.112,0.187,120.046,233760,4,1
Ohio - filous Remix,Damien Jurado,0.599,0.699,1,-7.588,0,0.1,0.58,0.276,0.108,0.312,120.927,245960,4,1
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.678,0.783,7,-4.672,0,0.0828,0.0331,1.51E-05,0.134,0.687,102,198760,4,1
Bath Salts,Travis Hayes,0.611,0.487,2,-10.629,1,0.0275,0.0816,0.116,0.111,0.667,105.034,152869,3,1
"Nocturne No.1 In B Flat Minor, Op.9 No.1",Frí©dí©ric Chopin,0.206,0.0347,1,-25.351,1,0.0431,0.994,0.828,0.131,0.0378,67.584,336000,4,1
Semi-Charmed Life,Third Eye Blind,0.64,0.864,7,-6.576,1,0.0315,0.00832,0,0.123,0.735,102.026,268360,4,1
Mr. Jones,Counting Crows,0.581,0.817,0,-6.542,1,0.0382,0.211,1.42E-06,0.246,0.772,141.607,272507,4,1
Two Princes,Spin Doctors,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.10E-06,0.0565,0.83,103.731,256733,4,1
Save Tonight,Eagle-Eye Cherry,0.547,0.693,0,-8.786,1,0.0353,9.24E-05,5.46E-05,0.113,0.581,119.567,239227,4,1
Hey Jealousy,Gin Blossoms,0.464,0.785,6,-7.42,0,0.0436,0.00117,1.46E-06,0.328,0.505,153.005,236067,4,1
Good,Better Than Ezra,0.615,0.657,7,-6.873,1,0.029,0.000372,0.0204,0.132,0.78,109.95,185093,4,1
If You Could Only See,Tonic,0.417,0.946,10,-4.056,0,0.0507,0.00131,0,0.154,0.501,95.245,263280,4,1
You Get What You Give,New Radicals,0.618,0.896,2,-5.357,1,0.0307,0.171,0,0.0875,0.727,113.961,300773,4,1
Why I'm Here,Oleander,0.638,0.666,8,-7.056,0,0.0233,0.00913,0.000843,0.111,0.474,100.01,238093,4,1
Lump,The Presidents Of The United States Of America,0.499,0.873,6,-3.902,1,0.0386,0.00468,0,0.165,0.869,142.726,134200,4,1
Someday - Remastered,Sugar Ray,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333,4,1
All I Want,Toad The Wet Sprocket,0.6,0.811,5,-7.693,1,0.0788,0.0558,6.82E-06,0.109,0.601,124.303,196116,4,1
Push,Matchbox Twenty,0.42,0.672,6,-7.902,1,0.027,0.0067,0,0.108,0.459,168.019,238667,4,1
What's Up?,4 Non Blondes,0.561,0.555,11,-9.734,0,0.0287,0.16,0,0.114,0.509,134.369,295493,4,1
Absolutely (Story of a Girl) - Radio Mix,Nine Days,0.481,0.94,7,-5.204,1,0.066,0.000891,0,0.0939,0.643,96.493,189333,4,1
Roll To Me,Del Amitri,0.566,0.804,6,-5.783,1,0.0364,0.417,0,0.112,0.868,149.989,132307,4,1
Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,0.637,0.846,1,-3.663,1,0.0346,0.0437,0,0.105,0.596,103.119,208493,4,1
Inside Out,Eve 6,0.483,0.818,11,-7.666,1,0.0444,0.114,0,0.367,0.69,175.668,219467,4,1
Blister in the Sun - 2002 Remastered Version,Violent Femmes,0.701,0.261,0,-19.846,1,0.0938,0.219,0,0.0821,0.895,97.042,144333,4,1
Cannonball,The Breeders,0.498,0.685,3,-11.795,1,0.0394,0.00971,0.775,0.365,0.781,112.49,215573,4,1
Iris,The Goo Goo Dolls,0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61E-06,0.0811,0.493,155.667,289907,3,1
Into Your Arms,The Lemonheads,0.48,0.891,2,-5.001,1,0.0332,0.0271,3.24E-06,0.185,0.646,123.961,164467,4,1
Mmm Mmm Mmm Mmm,Crash Test Dummies,0.58,0.575,3,-7.72,1,0.0231,0.25,1.83E-05,0.0813,0.372,92.934,235173,4,1
Hollaback Girl,Gwen Stefani,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17E-06,0.0234,0.903,110.007,199853,4,1
SexyBack,Justin Timberlake,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.965,117,242733,4,1
I Gotta Feeling,The Black Eyed Peas,0.741,0.748,0,-6.299,1,0.0264,0.0823,0,0.34,0.616,127.965,289133,4,1
...Baby One More Time,Britney Spears,0.757,0.725,0,-4.86,0,0.0315,0.185,5.56E-05,0.568,0.887,92.96,211160,4,1
Genie In A Bottle (Album Version),Christina Aguilera,0.618,0.794,1,-6.985,1,0.126,0.173,0.000226,0.144,0.919,175.822,217893,4,1
Fantasy,Mariah Carey,0.671,0.727,7,-7.585,1,0.035,0.139,0,0.123,0.82,102.358,243493,4,1
No Scrubs,TLC,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.604,92.909,214400,4,1
Drive,Incubus,0.639,0.849,4,-5.474,0,0.0361,0.0661,0.02,0.15,0.668,90.562,232987,4,1
My Own Worst Enemy,Lit,0.494,0.946,4,-2.757,1,0.0637,0.00129,0,0.398,0.713,103.408,169027,4,1
Wannabe - Radio Edit,Spice Girls,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.876,110.008,173027,4,1
Tearin' up My Heart - Radio Edit,*NSYNC,0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16E-06,0.233,0.784,110.054,211000,4,1
I Try,Macy Gray,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.755,76.403,239440,4,1
Ironic,Alanis Morissette,0.295,0.593,11,-7.572,1,0.0555,0.25,0,0.236,0.361,85.482,225933,4,1
Learn to Fly,Foo Fighters,0.439,0.931,11,-2.59,0,0.0473,1.92E-05,1.21E-05,0.193,0.516,135.944,234800,4,1
Smooth,Santana,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73E-06,0.295,0.96,115.996,294987,4,1
I Want It That Way,Backstreet Boys,0.667,0.728,6,-5.476,0,0.0272,0.161,0,0.199,0.449,99.014,213000,4,1
Truly Madly Deeply,Savage Garden,0.566,0.705,0,-7.569,1,0.0311,0.43,0,0.109,0.785,168.152,279400,4,1
(You Drive Me) Crazy,Britney Spears,0.748,0.939,0,-4.288,0,0.0341,0.0534,0,0.32,0.962,104.001,198067,4,1
Pretty Fly (For a White Guy),The Offspring,0.72,0.898,11,-3.701,0,0.0997,0.0962,0,0.0675,0.964,143.431,188107,4,1
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,0.706,0.893,10,-4.355,0,0.0449,0.0449,1.04E-06,0.301,0.616,108.006,225253,4,1
Remember the Time,Michael Jackson,0.831,0.921,5,-2.383,0,0.0581,0.153,0.00213,0.305,0.808,108.002,239227,4,1
Meet Virginia,Train,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58E-06,0.118,0.57,90.02,239933,4,1
Last Kiss,Pearl Jam,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.758,112.053,195467,4,1
Jump,Kris Kross,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.461,101.972,195107,4,1
"Girls, Girls, Girls",Mí_tley Crí_e,0.6,0.931,7,-4.647,1,0.0734,0.0296,7.10E-05,0.392,0.527,140.123,270427,4,1
Don't Stop Me Now - Remastered 2011,Queen,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.608,156.295,209413,4,1
Coming Around Again,Carly Simon,0.631,0.363,5,-14.331,1,0.0336,0.632,4.64E-05,0.084,0.268,138.367,219160,4,1
Hips Don't Lie,Shakira,0.778,0.824,10,-5.892,0,0.0712,0.284,0,0.405,0.767,100.024,218093,4,1
Don't Cha,The Pussycat Dolls,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54E-06,0.127,0.552,120.002,272080,4,1
Every time we touch,Cascada,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29E-05,0.382,0.471,142.027,197124,4,1
Where Is The Love?,The Black Eyed Peas,0.835,0.687,5,-3.18,1,0.184,0.101,0,0.132,0.826,94.059,272533,4,1
Don't Stop The Music,Rihanna,0.853,0.676,6,-5.533,0,0.0715,0.0446,3.37E-05,0.0514,0.558,122.65,267080,4,1
Survivor,Destiny's Child,0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.614,161.109,254027,4,1
Last Friday Night (T.G.I.F.),Katy Perry,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.774,126.03,230747,4,1
"Whenever, Wherever",Shakira,0.793,0.832,1,-4.861,0,0.0405,0.265,6.84E-06,0.207,0.859,107.647,197027,4,1
Poker Face,Lady Gaga,0.851,0.806,4,-4.618,1,0.0788,0.12,1.39E-06,0.122,0.769,119.002,237200,4,1
Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.43,77.987,244507,4,1
Das Lied Der Schluempfe,Vader Abraham,0.658,0.781,9,-8.759,1,0.124,0.132,0,0.0877,0.929,168.883,243493,4,1
Because We Want To,Billie Piper,0.81,0.885,1,-10.116,0,0.0659,0.121,3.39E-06,0.191,0.853,107.024,226333,4,1
Cheeky Song (Touch My Bum),The Cheeky Girls,0.757,0.902,7,-6.747,1,0.0369,0.0174,6.04E-06,0.0975,0.853,130.05,205080,4,1
Agadoo - original,Black Lace,0.618,0.96,4,-6.382,1,0.0327,0.00599,0,0.058,0.949,131.988,187760,4,1
Achy Breaky Heart,Billy Ray Cyrus,0.766,0.725,9,-6.36,1,0.0294,0.0561,0,0.0942,0.964,121.797,204960,4,1
Jenny from the Block - Track Masters Remix,Jennifer Lopez,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04E-06,0.0575,0.954,100,187840,4,1
Look At Me,Geri Halliwell,0.64,0.947,9,-3.925,0,0.102,0.0581,0,0.0656,0.68,145.108,272160,4,1
(Everything I Do) I Do It For You,Bryan Adams,0.524,0.429,1,-10.064,1,0.0279,0.0803,1.37E-05,0.0726,0.237,131.206,393827,4,1
Against All Odds (Take a Look at Me Now),Mariah Carey,0.498,0.467,1,-7.283,1,0.03,0.573,0,0.103,0.402,117.78,200400,4,1
Anyone Can Fall In Love,Anita Dobson,0.672,0.709,1,-7.884,1,0.0232,0.284,0.000608,0.083,0.652,98.972,212288,4,1
There's No One Quite Like Grandma - 2003 Remastered Version,St. Winifred's School Choir,0.528,0.271,3,-12.762,1,0.0299,0.674,0,0.19,0.49,136.08,182213,4,1
Earth Song - Remastered Version,Michael Jackson,0.511,0.453,3,-6.803,0,0.0314,0.453,0.000212,0.0865,0.142,138.309,406280,4,1
The Lady In Red,Chris de Burgh,0.53,0.445,10,-10.907,1,0.0318,0.342,4.28E-06,0.0423,0.495,77.092,259040,4,1
"My Heart Will Go On (Love Theme from ""Titanic"")",Cí©line Dion,0.433,0.364,4,-8.842,1,0.0293,0.707,3.75E-06,0.171,0.0384,98.981,281253,1,1
Can I Touch You...There?,Michael Bolton,0.563,0.847,0,-6.19,1,0.325,0.267,0,0.243,0.81,82.757,315787,4,1
Lucky,Britney Spears,0.764,0.811,1,-5.245,1,0.0323,0.25,0.000112,0.198,0.967,95.024,205507,4,1
Believe,Cher,0.653,0.933,6,-6.041,1,0.0522,0.00754,0,0.0574,0.413,132.965,238693,4,1
Macarena,Los Del Rio,0.927,0.721,8,-12.561,1,0.0908,0.422,4.36E-05,0.0422,0.966,103.018,249382,4,1
Boys,Sabrina,0.85,0.623,5,-12.256,0,0.034,0.16,0.523,0.0395,0.963,119.891,234827,4,1
Shaddap You Face,Joe Dolce,0.762,0.705,4,-5.082,1,0.0991,0.441,0,0.118,0.776,119.439,193160,4,1
Ice Ice Baby,Vanilla Ice,0.959,0.545,7,-14.855,1,0.0623,0.0336,0,0.15,0.733,115.266,268840,4,1
Touch Me (I Want Your Body),Samantha Fox,0.664,0.679,9,-9.08,0,0.0298,0.154,0.000307,0.0694,0.728,104.851,222029,4,1
Grandad,Clive Dunn,0.836,0.395,3,-12.015,1,0.0336,0.719,1.40E-05,0.0694,0.575,104.058,204827,3,1
Puppy Love,Donny Osmond,0.191,0.664,1,-4.125,1,0.0456,0.537,1.23E-06,0.353,0.545,203.822,184800,3,1
Girl You Know It's True,Milli Vanilli,0.771,0.812,10,-6.113,0,0.133,0.00769,0.0013,0.37,0.524,97.721,197933,4,1
Mysterious Girl,Peter Andre,0.653,0.748,10,-6.323,0,0.211,0.0588,0,0.194,0.809,172.008,216613,4,1
Every Loser Wins,Nick Berry,0.366,0.363,3,-9.768,1,0.0288,0.721,0.000636,0.154,0.262,132.758,191009,4,1
MMMBop,Hanson,0.685,0.948,9,-5.182,1,0.0457,0.00513,0.00347,0.17,0.627,104.881,267947,4,1
I'd Do Anything For Love (But I Won't Do That),Meat Loaf,0.423,0.655,2,-5.374,1,0.0812,0.677,0,0.317,0.298,103.72,322933,4,1
"To Roz Bikini (Itsy, Bitsy, Teenie, Weenie)",Polina,0.687,0.724,7,-4.206,1,0.069,0.483,0,0.057,0.974,139.705,152400,4,1
Hoochie Mama,2 LIVE CREW,0.895,0.883,7,-8.919,1,0.216,0.00141,0.000383,0.274,0.893,131.644,179000,4,1
Rockstar,Nickelback,0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.684,144.073,252040,4,1
Miracles,Insane Clown Posse,0.668,0.897,6,-3.982,1,0.255,0.288,0,0.513,0.512,95.952,312640,4,1
Fuck You Bitch,Wheeler Walker Jr.,0.549,0.576,9,-6.282,1,0.0263,0.0364,1.94E-06,0.147,0.462,118.709,202787,3,1
Fog On the Tyne,Lindisfarne,0.615,0.403,0,-17.264,1,0.102,0.141,0,0.0706,0.707,80.171,203067,4,1
Cha Cha Slide,Mr. C,0.854,0.903,11,-6.821,0,0.147,0.0423,0.00576,0.316,0.818,131.02,222080,4,1
How You Remind Me - LP Mix,Nickelback,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.52,172.094,223840,4,1
Burn It To The Ground,Nickelback,0.614,0.873,11,-6.353,1,0.0616,0.000204,0.504,0.346,0.615,132.074,211067,4,1
If Today Was Your Last Day,Nickelback,0.485,0.911,3,-5.749,1,0.0355,8.67E-05,0,0.092,0.55,89.956,249067,4,1
When We Stand Together,Nickelback,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89E-05,0.0404,0.884,187.961,190787,4,1
Fuck Kd,StaRR Lyfe,0.947,0.829,9,-5.337,0,0.361,0.0707,0,0.28,0.837,129.991,150152,4,1
Now I Do What I Want,Lil Zay Poppin,0.466,0.72,9,-6.105,1,0.348,0.17,0,0.315,0.393,139.87,183484,4,1
300 Violin Orchestra,Jorge Quintero,0.591,0.75,1,-6.599,0,0.0479,0.342,0.363,0.0804,0.38,149.931,178026,4,1
Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],Ed Sheeran,0.682,0.812,1,-2.691,0,0.118,0.00574,0,0.0553,0.347,104.891,192000,4,1
Party Monster,The Weeknd,0.585,0.612,1,-8.341,1,0.0806,0.181,1.03E-05,0.293,0.173,77.487,249213,4,1
U got 2 believe,Paulo Mendonca,0.616,0.908,10,-6.867,0,0.0551,0.00194,0.00235,0.0345,0.81,92.984,208332,4,1
Sah,Al Massrieen,0.682,0.518,8,-10.089,1,0.227,0.626,0.43,0.0552,0.963,118.539,224000,4,1
Oh Devil,Electric Guest,0.904,0.517,7,-7.287,0,0.0598,0.119,0.0147,0.176,0.722,96.999,217587,4,1
Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4,1
Anna Sun,WALK THE MOON,0.472,0.844,10,-6.578,1,0.054,0.00173,0,0.24,0.343,140.034,321280,4,1
Work This Body,WALK THE MOON,0.421,0.831,4,-5.128,1,0.107,0.0283,0,0.464,0.489,134.027,175907,4,1
Tightrope,WALK THE MOON,0.467,0.794,1,-6.174,0,0.0349,8.39E-05,0.00204,0.103,0.577,162.435,209187,4,1
Different Colors,WALK THE MOON,0.48,0.826,0,-4.602,1,0.0397,0.000797,1.01E-06,0.125,0.701,96,222053,4,1
Avalanche,WALK THE MOON,0.594,0.858,9,-4.339,1,0.0387,0.00059,3.11E-06,0.0642,0.646,138.021,218720,4,1
Jenny,WALK THE MOON,0.544,0.788,5,-5.593,0,0.0474,0.000366,0,0.141,0.821,148.121,245133,4,1
Portugal,WALK THE MOON,0.446,0.881,2,-4.368,1,0.0545,0.00749,0,0.13,0.428,169.889,241253,4,1
Quesadilla,WALK THE MOON,0.551,0.732,9,-6.081,1,0.0627,0.0019,0,0.0764,0.628,145.107,195280,4,1
Aquaman,WALK THE MOON,0.63,0.772,1,-6.986,1,0.0297,0.51,2.26E-05,0.0881,0.714,99.964,240000,4,1
Paris - Pegboard Nerds Remix,The Chainsmokers,0.333,0.913,2,-3.722,1,0.0808,0.0202,0,0.146,0.129,99.889,174240,4,1
Quit You - Wuki Remix,Lost Kings,0.743,0.889,10,-5.567,1,0.0409,0.00363,0.143,0.383,0.186,103.963,259889,4,1
Don't Let Me Down - Zomboy Remix,The Chainsmokers,0.465,0.953,8,-4.684,0,0.295,0.00087,0.0146,0.226,0.554,160.064,265600,4,1
Faded - Slushii Remix,Alan Walker,0.68,0.725,6,-3.92,1,0.0611,0.0316,1.81E-05,0.112,0.26,140.048,211853,4,1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
